language	gupos	rel1	rel2	dupos	n	n_right	sum_delta	sum_abs_delta
English	PROPN	mod		SCONJ	1	1	4	4
English	PROPN	mod		VERB	23	14	37	55
English	PROPN	orphan		ADP	2	2	9	9
English	PROPN	orphan		NOUN	2	2	4	4
English	PROPN	parataxis		ADP	2	2	4	4
English	PROPN	parataxis		ADV	1	1	2	2
English	PROPN	parataxis		AUX	2	2	13	13
English	PROPN	parataxis		NOUN	15	15	64	64
English	PROPN	parataxis		NUM	2	2	3	3
English	PROPN	parataxis		PROPN	2	2	13	13
English	PROPN	parataxis		VERB	1	1	28	28
English	PROPN	punct		PUNCT	409	186	228	808
English	PROPN	reparandum		PROPN	1	0	-2	2
English	PROPN	subj		NOUN	1	0	-3	3
English	PROPN	subj		PROPN	1	0	-1	1
English	PROPN	udep		ADP	59	59	78	78
English	PROPN	udep		PART	2	0	-2	2
English	PROPN	unk		NOUN	8	0	-16	16
English	PROPN	unk		NUM	4	0	-12	12
English	PROPN	unk		PROPN	3	0	-6	6
English	PUNCT	punct		PUNCT	4	3	2	4
English	SCONJ	cc		CCONJ	17	0	-17	17
English	SCONJ	comp	obj	ADJ	9	9	14	14
English	SCONJ	comp	obj	ADP	6	6	6	6
English	SCONJ	comp	obj	ADV	3	3	3	3
English	SCONJ	comp	obj	AUX	424	424	1444	1444
English	SCONJ	comp	obj	NOUN	16	16	37	37
English	SCONJ	comp	obj	PART	17	17	37	37
English	SCONJ	comp	obj	PRON	3	3	3	3
English	SCONJ	comp	obj	SCONJ	7	7	7	7
English	SCONJ	comp	obj	SYM	11	11	34	34
English	SCONJ	comp	obj	VERB	439	439	1001	1001
English	SCONJ	conj	coord	ADJ	1	1	5	5
English	SCONJ	conj	coord	ADP	2	2	24	24
English	SCONJ	conj	coord	AUX	5	5	50	50
English	SCONJ	conj	coord	CCONJ	1	1	18	18
English	SCONJ	conj	coord	DET	1	1	10	10
English	SCONJ	conj	coord	NOUN	4	4	44	44
English	SCONJ	conj	coord	PART	1	1	6	6
English	SCONJ	conj	coord	SCONJ	12	12	141	141
English	SCONJ	discourse		INTJ	3	3	56	56
English	SCONJ	discourse		X	2	0	-2	2
English	SCONJ	dislocated		PROPN	1	0	-1	1
English	SCONJ	mod		ADV	28	0	-31	31
English	SCONJ	mod		PART	1	0	-1	1
English	SCONJ	mod		PRON	1	0	-3	3
English	SCONJ	mod		VERB	2	2	5	5
English	SCONJ	punct		PUNCT	330	204	1964	2272
English	SCONJ	udep		ADP	1	0	-2	2
English	SCONJ	unk		ADP	5	5	5	5
English	SCONJ	unk		PART	1	1	1	1
English	SCONJ	unk		SCONJ	7	7	7	7
English	SYM	cc		CCONJ	20	0	-55	55
English	SYM	cc		SYM	2	0	-2	2
English	SYM	comp	obj	NOUN	55	55	66	66
English	SYM	comp	obj	NUM	27	27	27	27
English	SYM	comp	obj	PROPN	1	1	1	1
English	SYM	comp	obj	SYM	2	2	2	2
English	SYM	comp	obl	VERB	1	1	2	2
English	SYM	comp	pred	NOUN	2	2	4	4
English	SYM	compound		NOUN	1	1	1	1
English	SYM	compound		PROPN	5	5	5	5
English	SYM	conj	appos	NOUN	1	1	5	5
English	SYM	conj	coord	AUX	1	1	7	7
English	SYM	conj	coord	NOUN	1	1	5	5
English	SYM	conj	coord	SYM	25	25	109	109
English	SYM	det		DET	1	0	-1	1
English	SYM	dislocated		NOUN	2	0	-14	14
English	SYM	flat		NOUN	6	6	6	6
English	SYM	flat		NUM	4	4	5	5
English	SYM	flat		PROPN	2	2	2	2
English	SYM	list		SYM	6	6	180	180
English	SYM	mod		ADJ	1	1	3	3
English	SYM	mod		ADP	1	1	2	2
English	SYM	mod		ADV	17	3	-33	45
English	SYM	mod		AUX	1	1	17	17
English	SYM	mod		NOUN	27	27	27	27
English	SYM	mod		NUM	39	14	-13	41
English	SYM	mod		PROPN	2	2	2	2
English	SYM	mod		SCONJ	8	6	1	39
English	SYM	parataxis		SYM	2	2	19	19
English	SYM	punct		PUNCT	44	23	122	208
English	SYM	subj		ADV	1	0	-1	1
English	SYM	subj		NOUN	73	1	-110	112
English	SYM	udep		ADP	20	16	-24	80
English	SYM	udep		NOUN	15	15	17	17
English	SYM	udep		NUM	8	7	6	8
English	SYM	udep		SCONJ	1	1	4	4
English	SYM	udep		SYM	1	1	2	2
English	SYM	unk		NOUN	18	12	-17	41
English	SYM	unk		PROPN	3	0	-7	7
English	VERB	cc		ADV	1	0	-2	2
English	VERB	cc		CCONJ	434	0	-1241	1241
English	VERB	cc		SYM	15	0	-15	15
English	VERB	comp		PRON	117	6	-135	147
English	VERB	comp	obj	ADJ	22	21	38	48
English	VERB	comp	obj	ADP	13	9	-5	35
English	VERB	comp	obj	ADV	37	36	76	80
English	VERB	comp	obj	AUX	158	131	305	755
English	VERB	comp	obj	DET	16	14	14	30
English	VERB	comp	obj	INTJ	9	4	-13	25
English	VERB	comp	obj	NOUN	1580	1556	3744	3948
English	VERB	comp	obj	NUM	19	19	54	54
English	VERB	comp	obj	PART	1	1	1	1
English	VERB	comp	obj	PRON	506	457	326	640
English	VERB	comp	obj	PROPN	72	69	98	124
English	VERB	comp	obj	SCONJ	163	161	132	264
English	VERB	comp	obj	SYM	13	13	28	28
English	VERB	comp	obj	VERB	124	111	167	369
English	VERB	comp	obj	X	1	1	3	3
English	VERB	comp	obl	ADP	82	81	173	177
English	VERB	comp	obl	AUX	2	2	12	12
English	VERB	comp	obl	NOUN	26	22	34	54
English	VERB	comp	obl	NUM	1	0	-4	4
English	VERB	comp	obl	PART	340	338	497	515
English	VERB	comp	obl	PRON	83	83	83	83
English	VERB	comp	obl	PROPN	4	2	0	8
English	VERB	comp	obl	SCONJ	3	3	6	6
English	VERB	comp	obl	VERB	52	50	95	141
English	VERB	comp	pred	ADJ	96	95	167	173
English	VERB	comp	pred	ADP	9	9	14	14
English	VERB	comp	pred	ADV	5	5	18	18
English	VERB	comp	pred	AUX	10	10	35	35
English	VERB	comp	pred	NOUN	19	19	48	48
English	VERB	comp	pred	PART	22	22	25	25
English	VERB	comp	pred	PRON	1	1	1	1
English	VERB	comp	pred	PROPN	6	6	10	10
English	VERB	comp	pred	SYM	5	5	14	14
English	VERB	comp	pred	VERB	56	56	85	85
English	VERB	compound		ADJ	8	0	-11	11
English	VERB	compound		ADP	199	197	227	259
English	VERB	compound		ADV	5	5	12	12
English	VERB	compound		DET	1	0	-1	1
English	VERB	compound		NOUN	16	1	-21	25
English	VERB	compound		PRON	1	1	1	1
English	VERB	compound		PROPN	2	0	-3	3
English	VERB	compound		VERB	1	0	-2	2
English	VERB	conj	appos	PROPN	12	12	292	292
English	VERB	conj	appos	VERB	2	2	11	11
English	VERB	conj	coord	ADJ	5	5	19	19
English	VERB	conj	coord	ADV	1	1	6	6
English	VERB	conj	coord	AUX	88	88	929	929
English	VERB	conj	coord	NOUN	9	9	63	63
English	VERB	conj	coord	PRON	13	13	67	67
English	VERB	conj	coord	PROPN	2	2	7	7
English	VERB	conj	coord	SCONJ	1	1	26	26
English	VERB	conj	coord	VERB	329	329	2166	2166
English	VERB	conj	coord	X	1	1	1	1
English	VERB	det		DET	9	0	-25	25
English	VERB	det		PRON	1	0	-1	1
English	VERB	discourse		ADJ	3	1	11	23
English	VERB	discourse		ADV	5	0	-13	13
English	VERB	discourse		DET	1	0	-4	4
English	VERB	discourse		INTJ	31	0	-82	82
English	VERB	discourse		NOUN	1	1	3	3
English	VERB	discourse		PROPN	1	0	-1	1
English	VERB	discourse		SYM	5	5	62	62
English	VERB	discourse		VERB	2	0	-10	10
English	VERB	discourse		X	42	0	-96	96
English	VERB	dislocated		NOUN	3	2	5	9
English	VERB	dislocated		PRON	2	1	-29	35
English	VERB	dislocated		PROPN	3	0	-6	6
English	VERB	goeswith		X	5	5	5	5
English	VERB	list		ADP	1	1	36	36
English	VERB	list		AUX	4	4	64	64
English	VERB	list		NOUN	1	1	23	23
English	VERB	list		VERB	7	7	120	120
English	VERB	mod		ADJ	17	11	54	82
English	VERB	mod		ADP	9	4	2	40
English	VERB	mod		ADV	794	323	-257	1865
English	VERB	mod		AUX	27	18	63	229
English	VERB	mod		DET	2	2	2	2
English	VERB	mod		NOUN	13	4	13	59
English	VERB	mod		NUM	20	1	-45	49
English	VERB	mod		PART	80	53	135	293
English	VERB	mod		PRON	1	0	-1	1
English	VERB	mod		SCONJ	224	176	319	1379
English	VERB	mod		VERB	79	55	87	549
English	VERB	parataxis		ADJ	10	4	-4	48
English	VERB	parataxis		ADP	2	2	13	13
English	VERB	parataxis		ADV	2	1	2	8
English	VERB	parataxis		AUX	61	59	733	767
English	VERB	parataxis		INTJ	1	0	-3	3
English	VERB	parataxis		NOUN	18	18	177	177
English	VERB	parataxis		PART	10	10	60	60
English	VERB	parataxis		PROPN	4	4	58	58
English	VERB	parataxis		SCONJ	1	0	-17	17
English	VERB	parataxis		SYM	2	2	24	24
English	VERB	parataxis		VERB	76	67	593	701
English	VERB	punct		PUNCT	1808	1345	13529	15943
English	VERB	reparandum		PART	1	0	-1	1
English	VERB	reparandum		PRON	2	0	-7	7
English	VERB	reparandum		PROPN	1	0	-3	3
English	VERB	reparandum		VERB	2	0	-4	4
English	VERB	subj		ADJ	10	5	-3	23
English	VERB	subj		ADP	1	0	-5	5
English	VERB	subj		AUX	1	1	5	5
English	VERB	subj		DET	4	0	-25	25
English	VERB	subj		NOUN	603	105	-667	1225
English	VERB	subj		NUM	11	1	-29	35
English	VERB	subj		PART	4	4	8	8
English	VERB	subj		PRON	1020	17	-1164	1202
English	VERB	subj		PROPN	69	0	-216	216
English	VERB	subj		SCONJ	10	9	4	18
English	VERB	subj		SYM	1	0	-4	4
English	VERB	subj		VERB	2	0	-7	7
English	VERB	udep		ADJ	6	5	17	19
English	VERB	udep		ADP	1608	1531	3673	4853
English	VERB	udep		ADV	2	2	8	8
English	VERB	udep		DET	1	0	-1	1
English	VERB	udep		NOUN	83	63	239	397
English	VERB	udep		NUM	5	5	18	18
English	VERB	udep		PRON	42	35	47	93
English	VERB	udep		PROPN	1	0	-1	1
English	VERB	udep		SYM	2	2	13	13
English	VERB	udep		VERB	6	5	3	27
English	VERB	unk		ADJ	4	3	-3	9
English	VERB	unk		ADP	9	9	10	10
English	VERB	unk		ADV	2	1	-8	10
English	VERB	unk		AUX	4	4	9	9
English	VERB	unk		INTJ	1	1	2	2
English	VERB	unk		NOUN	4	0	-10	10
English	VERB	unk		NUM	4	2	-8	20
English	VERB	vocative		NOUN	1	0	-10	10
English	VERB	vocative		PRON	1	0	-1	1
English	VERB	vocative		PROPN	1	0	-14	14
English	VERB	vocative		VERB	1	0	-2	2
English	X	comp	obj	X	1	1	1	1
English	X	compound		ADP	1	0	-6	6
English	X	compound		PROPN	42	0	-44	44
English	X	conj	appos	ADJ	2	2	12	12
English	X	conj	appos	AUX	1	1	2	2
English	X	conj	appos	NOUN	32	32	148	148
English	X	conj	appos	PART	1	1	3	3
English	X	conj	appos	X	4	4	8	8
English	X	conj	coord	NOUN	3	3	16	16
English	X	conj	coord	X	25	25	172	172
English	X	det		DET	2	0	-5	5
English	X	flat		X	15	15	27	27
English	X	mod		ADJ	1	0	-3	3
English	X	mod		PROPN	1	0	-1	1
English	X	mod		VERB	1	1	35	35
English	X	parataxis		ADJ	12	12	81	81
English	X	parataxis		PROPN	1	1	2	2
English	X	parataxis		X	1	1	3	3
English	X	punct		PUNCT	75	24	53	209
English	X	udep		ADP	12	12	131	131
English	__0__	root		ADJ	60	60	131	131
English	__0__	root		ADP	61	61	174	174
English	__0__	root		ADV	18	18	26	26
English	__0__	root		AUX	1282	1282	6778	6778
English	__0__	root		DET	4	4	8	8
English	__0__	root		INTJ	30	30	51	51
English	__0__	root		NOUN	478	478	1143	1143
English	__0__	root		NUM	7	7	27	27
English	__0__	root		PART	21	21	39	39
English	__0__	root		PRON	16	16	26	26
English	__0__	root		PROPN	113	113	218	218
English	__0__	root		SCONJ	23	23	59	59
English	__0__	root		SYM	24	24	162	162
English	__0__	root		VERB	1147	1147	4935	4935
English	__0__	root		X	6	6	14	14
Esperanto	ADJ	cc		CCONJ	21	0	-22	22
Esperanto	ADJ	conj	coord	ADJ	18	18	39	39
Esperanto	ADJ	det		DET	6	0	-6	6
Esperanto	ADJ	mod		ADJ	3	2	4	6
Esperanto	ADJ	mod		ADV	23	1	-22	26
Esperanto	ADJ	punct		PUNCT	12	3	-9	15
Esperanto	ADJ	udep		ADP	9	6	-2	16
Esperanto	ADJ	udep		ADV	1	1	1	1
Esperanto	ADJ	unk		PART	1	1	1	1
Esperanto	ADP	cc		CCONJ	10	0	-16	16
Esperanto	ADP	comp	obj	ADJ	4	4	5	5
Esperanto	ADP	comp	obj	ADP	2	2	5	5
Esperanto	ADP	comp	obj	ADV	1	1	1	1
Esperanto	ADP	comp	obj	DET	1	1	1	1
Esperanto	ADP	comp	obj	NOUN	293	293	615	615
Esperanto	ADP	comp	obj	NUM	2	2	2	2
Esperanto	ADP	comp	obj	PRON	44	44	44	44
Esperanto	ADP	comp	obj	PROPN	14	14	15	15
Esperanto	ADP	comp	obj	SCONJ	7	7	7	7
Esperanto	ADP	comp	obj	VERB	9	9	11	11
Esperanto	ADP	comp	obl	SCONJ	1	1	4	4
Esperanto	ADP	conj	coord	ADP	10	10	56	56
Esperanto	ADP	mod		ADV	11	0	-11	11
Esperanto	ADP	mod		PART	1	0	-1	1
Esperanto	ADP	punct		PUNCT	19	4	9	49
Esperanto	ADV	cc		CCONJ	10	0	-16	16
Esperanto	ADV	comp	obj	ADP	1	1	1	1
Esperanto	ADV	comp	obj	NOUN	3	3	6	6
Esperanto	ADV	comp	obj	PRON	1	1	1	1
Esperanto	ADV	comp	obj	VERB	2	2	5	5
Esperanto	ADV	conj	coord	ADV	6	6	27	27
Esperanto	ADV	mod		ADP	1	1	1	1
Esperanto	ADV	mod		ADV	23	2	-23	31
Esperanto	ADV	mod		NOUN	1	1	1	1
Esperanto	ADV	mod		PART	2	0	-2	2
Esperanto	ADV	mod		VERB	4	4	15	15
Esperanto	ADV	punct		PUNCT	17	2	-18	22
Esperanto	ADV	udep		ADP	5	5	6	6
Esperanto	ADV	unk		PART	1	1	1	1
Esperanto	AUX	cc		CCONJ	4	0	-22	22
Esperanto	AUX	comp	aux	ADJ	5	4	8	12
Esperanto	AUX	comp	aux	ADP	1	1	1	1
Esperanto	AUX	comp	aux	AUX	3	3	3	3
Esperanto	AUX	comp	aux	NOUN	12	12	30	30
Esperanto	AUX	comp	aux	NUM	1	1	1	1
Esperanto	AUX	comp	aux	PRON	1	1	1	1
Esperanto	AUX	comp	aux	VERB	31	31	53	53
Esperanto	AUX	comp	obj	NOUN	1	0	-2	2
Esperanto	AUX	comp	obl	VERB	2	2	6	6
Esperanto	AUX	comp	pred	ADJ	7	7	13	13
Esperanto	AUX	comp	pred	ADV	1	1	1	1
Esperanto	AUX	comp	pred	NOUN	12	12	18	18
Esperanto	AUX	comp	pred	NUM	1	1	1	1
Esperanto	AUX	comp	pred	PRON	1	1	1	1
Esperanto	AUX	conj	coord	AUX	1	1	15	15
Esperanto	AUX	conj	coord	VERB	3	3	30	30
Esperanto	AUX	mod		ADJ	4	4	10	10
Esperanto	AUX	mod		ADP	4	2	-15	61
Esperanto	AUX	mod		ADV	29	13	-91	149
Esperanto	AUX	mod		AUX	1	1	43	43
Esperanto	AUX	mod		NOUN	1	0	-3	3
Esperanto	AUX	mod		PART	2	1	0	4
Esperanto	AUX	mod		PRON	2	1	-7	13
Esperanto	AUX	mod		SCONJ	9	5	-56	180
Esperanto	AUX	mod		VERB	4	2	-79	123
Esperanto	AUX	parataxis		SCONJ	1	1	2	2
Esperanto	AUX	parataxis		VERB	1	1	4	4
Esperanto	AUX	punct		PUNCT	62	31	513	809
Esperanto	AUX	subj		NOUN	30	6	-82	114
Esperanto	AUX	subj		PRON	39	0	-58	58
Esperanto	AUX	subj		PROPN	3	0	-4	4
Esperanto	AUX	subj		SCONJ	1	1	3	3
Esperanto	AUX	udep		ADP	11	0	-82	82
Esperanto	CCONJ	comp	obj	SCONJ	1	1	1	1
Esperanto	CCONJ	punct		PUNCT	1	0	-1	1
Esperanto	DET	cc		CCONJ	1	0	-1	1
Esperanto	DET	conj	coord	ADJ	2	2	4	4
Esperanto	DET	conj	coord	DET	1	1	2	2
Esperanto	DET	mod		PART	3	1	-1	3
Esperanto	NOUN	cc		CCONJ	58	3	-72	78
Esperanto	NOUN	comp	obj	ADP	1	1	1	1
Esperanto	NOUN	conj	appos	ADJ	1	1	2	2
Esperanto	NOUN	conj	appos	NOUN	13	13	39	39
Esperanto	NOUN	conj	appos	PROPN	1	1	1	1
Esperanto	NOUN	conj	coord	ADV	1	1	17	17
Esperanto	NOUN	conj	coord	NOUN	81	81	245	245
Esperanto	NOUN	det		ADP	1	0	-2	2
Esperanto	NOUN	det		DET	245	0	-348	348
Esperanto	NOUN	det		PRON	4	0	-8	8
Esperanto	NOUN	mod		ADJ	242	27	-239	309
Esperanto	NOUN	mod		ADP	2	0	-4	4
Esperanto	NOUN	mod		ADV	20	6	-2	42
Esperanto	NOUN	mod		AUX	8	7	29	33
Esperanto	NOUN	mod		DET	2	0	-3	3
Esperanto	NOUN	mod		NOUN	12	6	5	51
Esperanto	NOUN	mod		NUM	15	3	-19	35
Esperanto	NOUN	mod		PRON	78	0	-98	98
Esperanto	NOUN	mod		PROPN	1	1	5	5
Esperanto	NOUN	mod		SCONJ	2	2	8	8
Esperanto	NOUN	mod		VERB	52	42	177	223
Esperanto	NOUN	punct		PUNCT	121	41	-44	214
Esperanto	NOUN	subj		NOUN	1	0	-5	5
Esperanto	NOUN	udep		ADP	173	170	183	199
Esperanto	NOUN	unk		VERB	5	5	8	8
Esperanto	NUM	compound		ADJ	1	1	2	2
Esperanto	NUM	mod		ADV	1	0	-1	1
Esperanto	NUM	punct		PUNCT	20	19	18	20
Esperanto	NUM	udep		ADP	3	3	3	3
Esperanto	PRON	cc		ADP	1	0	-1	1
Esperanto	PRON	cc		CCONJ	1	0	-1	1
Esperanto	PRON	comp	obj	AUX	1	1	2	2
Esperanto	PRON	comp	obl	SCONJ	1	1	2	2
Esperanto	PRON	conj	appos	NOUN	1	1	2	2
Esperanto	PRON	mod		ADJ	2	2	2	2
Esperanto	PRON	mod		AUX	1	1	4	4
Esperanto	PRON	mod		NOUN	1	1	3	3
Esperanto	PRON	mod		SCONJ	1	1	2	2
Esperanto	PRON	mod		VERB	3	3	13	13
Esperanto	PRON	punct		PUNCT	1	0	-1	1
Esperanto	PRON	udep		ADP	4	4	5	5
Esperanto	PRON	unk		PART	3	3	3	3
Esperanto	PROPN	cc		CCONJ	4	0	-4	4
Esperanto	PROPN	conj	appos	NOUN	2	2	5	5
Esperanto	PROPN	conj	appos	PROPN	2	2	2	2
Esperanto	PROPN	conj	coord	PROPN	3	3	9	9
Esperanto	PROPN	det		DET	3	0	-3	3
Esperanto	PROPN	mod		NOUN	2	0	-6	6
Esperanto	PROPN	mod		PROPN	4	2	-2	10
Esperanto	PROPN	orphan		NOUN	2	2	2	2
Esperanto	PROPN	parataxis		AUX	1	1	3	3
Esperanto	PROPN	punct		PUNCT	11	5	1	15
Esperanto	PROPN	udep		ADP	1	1	1	1
Esperanto	PUNCT	punct		PUNCT	1	1	1	1
Esperanto	SCONJ	cc		CCONJ	4	0	-4	4
Esperanto	SCONJ	comp	obj	ADP	2	2	2	2
Esperanto	SCONJ	comp	obj	AUX	25	25	154	154
Esperanto	SCONJ	comp	obj	NOUN	3	3	11	11
Esperanto	SCONJ	comp	obj	VERB	45	45	232	232
Esperanto	SCONJ	conj	coord	ADP	1	1	23	23
Esperanto	SCONJ	conj	coord	SCONJ	6	6	112	112
Esperanto	SCONJ	conj	coord	VERB	2	2	36	36
Esperanto	SCONJ	mod		ADV	1	0	-2	2
Esperanto	SCONJ	mod		SCONJ	1	0	-71	71
Esperanto	SCONJ	orphan		NOUN	1	1	4	4
Esperanto	SCONJ	punct		PUNCT	52	4	48	148
Esperanto	VERB	cc		CCONJ	35	0	-80	80
Esperanto	VERB	cc		SCONJ	4	0	-15	15
Esperanto	VERB	comp	obj	ADJ	1	1	2	2
Esperanto	VERB	comp	obj	AUX	1	1	3	3
Esperanto	VERB	comp	obj	NOUN	113	101	118	424
Esperanto	VERB	comp	obj	NUM	1	1	1	1
Esperanto	VERB	comp	obj	PRON	36	19	-16	58
Esperanto	VERB	comp	obj	PROPN	3	3	4	4
Esperanto	VERB	comp	obj	SCONJ	28	28	58	58
Esperanto	VERB	comp	obj	VERB	19	19	38	38
Esperanto	VERB	comp	obl	ADP	3	3	6	6
Esperanto	VERB	comp	obl	CCONJ	1	1	18	18
Esperanto	VERB	comp	obl	NOUN	1	1	1	1
Esperanto	VERB	comp	obl	PRON	2	0	-12	12
Esperanto	VERB	comp	obl	VERB	4	4	18	18
Esperanto	VERB	comp	pred	ADJ	2	2	2	2
Esperanto	VERB	comp	pred	AUX	2	2	2	2
Esperanto	VERB	comp	pred	NOUN	1	0	-2	2
Esperanto	VERB	comp	pred	VERB	1	1	2	2
Esperanto	VERB	conj	coord	AUX	2	2	46	46
Esperanto	VERB	conj	coord	PROPN	1	1	3	3
Esperanto	VERB	conj	coord	SCONJ	4	4	22	22
Esperanto	VERB	conj	coord	VERB	35	35	325	325
Esperanto	VERB	discourse		NUM	2	0	-5	5
Esperanto	VERB	mod		ADP	3	2	19	71
Esperanto	VERB	mod		ADV	99	23	-162	268
Esperanto	VERB	mod		AUX	3	1	10	30
Esperanto	VERB	mod		DET	1	1	2	2
Esperanto	VERB	mod		NUM	10	0	-49	49
Esperanto	VERB	mod		PART	2	0	-4	4
Esperanto	VERB	mod		PRON	2	1	1	3
Esperanto	VERB	mod		SCONJ	7	5	-14	104
Esperanto	VERB	mod		VERB	9	3	-39	127
Esperanto	VERB	parataxis		SCONJ	1	1	15	15
Esperanto	VERB	parataxis		VERB	5	4	160	174
Esperanto	VERB	punct		PUNCT	165	76	982	1806
Esperanto	VERB	subj		NOUN	64	10	-180	250
Esperanto	VERB	subj		PRON	105	0	-163	163
Esperanto	VERB	subj		PROPN	4	0	-15	15
Esperanto	VERB	subj		SCONJ	1	0	-3	3
Esperanto	VERB	udep		ADJ	1	1	3	3
Esperanto	VERB	udep		ADP	138	113	63	345
Esperanto	VERB	udep		ADV	1	1	1	1
Esperanto	VERB	udep		NOUN	3	1	-2	6
Esperanto	VERB	vocative		PROPN	1	0	-2	2
Esperanto	__0__	root		ADP	1	1	1	1
Esperanto	__0__	root		AUX	30	30	388	388
Esperanto	__0__	root		NOUN	29	29	65	65
Esperanto	__0__	root		NUM	11	11	11	11
Esperanto	__0__	root		PROPN	4	4	8	8
Esperanto	__0__	root		SCONJ	3	3	74	74
Esperanto	__0__	root		VERB	73	73	509	509
Faroese	ADJ	cc		CCONJ	17	0	-17	17
Faroese	ADJ	comp	obj	X	1	1	1	1
Faroese	ADJ	conj	appos	NUM	2	2	10	10
Faroese	ADJ	conj	coord	ADJ	21	21	46	46
Faroese	ADJ	det		DET	1	0	-1	1
Faroese	ADJ	mod		ADJ	1	0	-1	1
Faroese	ADJ	mod		ADV	9	1	-7	9
Faroese	ADJ	mod		AUX	1	1	8	8
Faroese	ADJ	mod		PART	1	1	1	1
Faroese	ADJ	mod		PRON	1	1	3	3
Faroese	ADJ	parataxis		PROPN	2	2	6	6
Faroese	ADJ	punct		PUNCT	13	5	9	25
Faroese	ADJ	subj		NOUN	3	0	-7	7
Faroese	ADJ	udep		ADP	26	25	21	35
Faroese	ADJ	udep		ADV	1	1	1	1
Faroese	ADJ	udep		AUX	2	0	-8	8
Faroese	ADJ	udep		NOUN	3	0	-4	4
Faroese	ADJ	udep		PART	1	1	1	1
Faroese	ADJ	unk		ADV	1	0	-1	1
Faroese	ADJ	unk		NOUN	2	1	6	8
Faroese	ADJ	unk		PART	2	2	2	2
Faroese	ADJ	unk		SCONJ	1	1	2	2
Faroese	ADP	cc		CCONJ	18	0	-21	21
Faroese	ADP	comp	obj	ADJ	3	3	3	3
Faroese	ADP	comp	obj	ADP	11	11	11	11
Faroese	ADP	comp	obj	ADV	2	2	2	2
Faroese	ADP	comp	obj	AUX	61	61	138	138
Faroese	ADP	comp	obj	DET	1	1	1	1
Faroese	ADP	comp	obj	NOUN	730	728	949	953
Faroese	ADP	comp	obj	NUM	69	69	74	74
Faroese	ADP	comp	obj	PART	9	9	9	9
Faroese	ADP	comp	obj	PRON	19	19	19	19
Faroese	ADP	comp	obj	PROPN	305	305	307	307
Faroese	ADP	comp	obj	SCONJ	1	1	1	1
Faroese	ADP	comp	obj	VERB	5	2	-2	14
Faroese	ADP	conj	coord	ADJ	1	1	3	3
Faroese	ADP	conj	coord	ADP	11	11	36	36
Faroese	ADP	conj	coord	ADV	1	1	3	3
Faroese	ADP	conj	coord	NOUN	2	2	6	6
Faroese	ADP	mod		ADV	16	0	-30	30
Faroese	ADP	mod		CCONJ	1	0	-1	1
Faroese	ADP	orphan		ADP	2	2	4	4
Faroese	ADP	punct		PUNCT	78	72	430	450
Faroese	ADP	subj		AUX	1	1	2	2
Faroese	ADP	subj		NOUN	63	61	258	268
Faroese	ADP	subj		PRON	2	1	-2	8
Faroese	ADP	subj		PROPN	1	1	3	3
Faroese	ADV	cc		CCONJ	4	0	-5	5
Faroese	ADV	comp	obj	AUX	1	1	3	3
Faroese	ADV	comp	obj	NOUN	2	1	0	2
Faroese	ADV	comp	obj	NUM	1	1	2	2
Faroese	ADV	conj	coord	ADP	1	1	2	2
Faroese	ADV	conj	coord	ADV	3	3	6	6
Faroese	ADV	mod		ADV	1	0	-1	1
Faroese	ADV	punct		PUNCT	4	1	5	11
Faroese	ADV	subj		NOUN	1	0	-1	1
Faroese	ADV	subj		PROPN	1	1	4	4
Faroese	ADV	udep		ADP	18	17	21	25
Faroese	ADV	udep		NOUN	1	1	1	1
Faroese	ADV	udep		PRON	1	0	-2	2
Faroese	ADV	unk		ADP	1	1	1	1
Faroese	ADV	unk		ADV	1	1	2	2
Faroese	ADV	unk		PRON	1	0	-2	2
Faroese	AUX	cc		CCONJ	44	0	-108	108
Faroese	AUX	cc		SCONJ	1	0	-2	2
Faroese	AUX	comp	aux	ADV	2	0	-2	2
Faroese	AUX	comp	aux	AUX	13	13	16	16
Faroese	AUX	comp	aux	NOUN	1	0	-1	1
Faroese	AUX	comp	aux	VERB	87	85	181	185
Faroese	AUX	comp	pred	ADJ	94	93	133	135
Faroese	AUX	comp	pred	ADP	139	139	230	230
Faroese	AUX	comp	pred	ADV	33	15	10	50
Faroese	AUX	comp	pred	AUX	3	0	-7	7
Faroese	AUX	comp	pred	NOUN	484	440	748	866
Faroese	AUX	comp	pred	NUM	12	10	27	31
Faroese	AUX	comp	pred	PRON	3	1	-3	5
Faroese	AUX	comp	pred	PROPN	88	63	44	94
Faroese	AUX	comp	pred	VERB	4	4	5	5
Faroese	AUX	comp	pred	X	3	3	3	3
Faroese	AUX	conj	coord	ADV	1	1	6	6
Faroese	AUX	conj	coord	AUX	29	29	176	176
Faroese	AUX	conj	coord	NOUN	2	2	9	9
Faroese	AUX	conj	coord	VERB	16	16	99	99
Faroese	AUX	mod		ADJ	1	1	2	2
Faroese	AUX	mod		ADP	5	4	5	15
Faroese	AUX	mod		ADV	165	121	92	230
Faroese	AUX	mod		NOUN	1	0	-1	1
Faroese	AUX	mod		NUM	22	22	29	29
Faroese	AUX	mod		PART	1	1	7	7
Faroese	AUX	mod		PROPN	1	0	-5	5
Faroese	AUX	mod		SCONJ	7	5	15	23
Faroese	AUX	mod		VERB	1	0	-4	4
Faroese	AUX	parataxis		AUX	4	4	29	29
Faroese	AUX	parataxis		NOUN	1	1	5	5
