x	y	n_langs	n_lineages	pearson	spearman	lineage_r	quad_min	quad_expected	quad_reading	p_quad	grid_empty	p_grid	coupled	claim	claim_violators	claim_viol_rate	claim_support	boot_kind	boot_survival	surprise
dir:subj	pos:PROPN	117	36	-0.154	-0.174	-0.331	25	28.8		0.271	0.0	1.0	False							0.0
dir:subj	pos:SCONJ	109	36	0.163	0.261	0.359	22	26.8		0.112	0.0	1.0	False							0.0
dir:subj	pos:VERB	122	38	-0.243	-0.281	-0.133	27	30.5		0.288	0.0	1.0	False							0.0
dir:udep	dist:udep	114	35	0.899	0.9	0.917	5	28.5	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
dir:udep	freq:cc	110	34	0.301	0.292	0.259	21	27.5		0.024	0.0	1.0	False							0.0
dir:udep	freq:comp	114	35	0.335	0.364	0.195	21	28.5		0.012	0.0	1.0	False							0.0
dir:udep	freq:discourse	103	34	-0.102	-0.141	-0.245	22	25.2		0.314	0.0	1.0	False							0.0
dir:udep	freq:mod	114	35	-0.428	-0.43	-0.507	21	28.5		0.015	0.0	1.0	False							0.0
dir:udep	freq:subj	113	35	-0.219	-0.229	-0.078	23	27.8		0.124	0.0	1.0	False							0.0
dir:udep	freq:udep	114	35	-0.081	-0.153	-0.03	24	28.5		0.123	0.04	0.08	True							0.0
dir:udep	freq:vocative	84	31	0.006	0.007	0.085	18	21.0		0.265	0.0	1.0	False							0.0
dir:udep	pos:ADJ	108	34	-0.112	-0.13	-0.056	23	27.0		0.176	0.0	1.0	False							0.0
dir:udep	pos:ADV	114	35	0.034	0.057	-0.02	28	28.5		1.0	0.0	1.0	False							0.0
dir:udep	pos:AUX	106	33	0.204	0.201	0.282	23	26.5		0.277	0.0	1.0	False							0.0
dir:udep	pos:NUM	114	35	-0.315	-0.267	-0.28	24	28.5		0.166	0.0	1.0	False							0.0
dir:udep	pos:PART	98	33	0.025	0.091	0.011	24	24.5		1.0	0.0	1.0	False							0.0
dir:udep	pos:PRON	114	35	0.236	0.297	0.312	24	28.5		0.131	0.0	1.0	False							0.0
dir:udep	pos:PROPN	110	33	-0.232	-0.228	-0.384	23	27.5		0.123	0.0	1.0	False							0.0
dir:udep	pos:VERB	114	35	-0.277	-0.327	-0.369	18	28.5		0.0	0.0	1.0	False							0.0
dist:cc	dist:det	73	29	0.216	0.237	0.144	14	17.8		0.151	0.0	1.0	False							0.0
dist:cc	dist:discourse	38	18	0.211	0.187	0.313	9	9.5		1.0	0.04	0.998	False					none	0.0	0.0
dist:cc	freq:cc	80	29	-0.056	0.002	-0.094	19	20.0		0.811	0.04	0.35	True							0.0
dist:cc	freq:det	80	29	0.094	0.07	0.168	19	20.0		0.804	0.0	1.0	False							0.0
dist:cc	freq:mod	80	29	-0.049	-0.037	-0.012	19	20.0		0.843	0.0	1.0	False							0.0
dist:cc	freq:vocative	62	26	0.058	0.062	0.056	14	15.5		0.625	0.0	1.0	False							0.0
dist:cc	pos:ADJ	79	28	-0.018	-0.038	0.018	19	19.2		1.0	0.0	1.0	False							0.0
dist:cc	pos:AUX	79	29	0.008	0.078	-0.236	16	19.2		0.255	0.0	1.0	False							0.0
dist:cc	pos:CCONJ	80	29	-0.114	-0.051	-0.131	19	20.0		0.809	0.04	0.35	True							0.0
dist:cc	pos:DET	74	28	0.102	0.108	0.165	18	18.5		1.0	0.0	1.0	False							0.0
dist:cc	pos:INTJ	65	26	0.079	-0.004	0.071	15	15.8		1.0	0.0	1.0	False							0.0
dist:cc	pos:PROPN	79	29	0.191	0.109	0.248	18	19.2		0.806	0.0	1.0	False							0.0
dist:cc	pos:SCONJ	76	29	0.115	0.108	0.046	18	19.0		0.829	0.0	1.0	False							0.0
dist:cc	pos:VERB	80	29	-0.071	0.019	-0.041	18	20.0		0.5	0.0	1.0	False							0.0
dist:comp	dist:comp:aux	75	26	0.763	0.679	0.755	10	18.2		0.0	0.16	0.0	True							0.0
dist:comp	dist:comp:obj	125	38	0.969	0.956	0.971	0	30.8	high-X/low-Y empty: high X implies high Y	0.0	0.16	0.0	True							0.0
dist:comp	dist:comp:obl	58	21	0.764	0.788	0.737	5	14.5		0.0	0.16	0.0	True							0.0
dist:comp	dist:comp:pred	68	26	0.828	0.842	0.77	5	17.0		0.0	0.08	0.013	True							0.0
dist:comp	dist:det	90	34	0.003	-0.1	0.033	22	22.5		1.0	0.0	1.0	False							0.0
dist:comp	freq:comp	130	38	0.29	0.289	0.107	24	32.5		0.003	0.0	1.0	True							0.0
dist:comp	freq:det	128	37	0.357	0.363	0.508	24	32.0		0.009	0.0	1.0	False							0.0
dist:comp	freq:discourse	109	34	-0.217	-0.289	-0.33	19	26.8		0.011	0.0	1.0	False							0.0
dist:comp	freq:mod	130	38	-0.395	-0.347	-0.452	23	32.5		0.001	0.0	1.0	False							0.0
dist:comp	freq:subj	129	38	-0.102	-0.126	0.083	27	31.8		0.155	0.0	1.0	False							0.0
dist:comp	freq:udep	128	37	-0.114	-0.081	-0.068	28	32.0		0.216	0.0	1.0	False							0.0
dist:comp	freq:vocative	93	32	0.025	-0.057	0.093	20	22.8		0.382	0.0	1.0	False							0.0
dist:comp	pos:ADP	127	36	0.376	0.41	0.386	24	31.2		0.016	0.0	1.0	False							0.0
dist:comp	pos:ADV	129	37	0.183	0.179	0.114	28	31.8		0.298	0.0	1.0	False							0.0
dist:comp	pos:AUX	121	36	0.136	0.235	0.036	24	29.8		0.059	0.0	1.0	False							0.0
dist:comp	pos:INTJ	93	32	0.049	-0.029	0.263	21	22.8		0.689	0.0	1.0	False							0.0
dist:comp	pos:NUM	121	36	-0.185	-0.127	-0.189	28	29.8		0.7	0.0	1.0	False							0.0
dist:comp	pos:PART	108	34	-0.117	-0.055	-0.118	26	27.0		0.851	0.0	1.0	False							0.0
dist:comp	pos:PRON	130	38	0.25	0.289	0.277	28	32.5		0.16	0.0	1.0	False							0.0
dist:comp	pos:PROPN	124	36	-0.149	-0.099	-0.348	29	31.0		0.583	0.0	1.0	False							0.0
dist:comp	pos:SCONJ	117	36	0.354	0.464	0.483	18	28.8		0.0	0.0	1.0	False							0.0
dist:comp	pos:VERB	130	38	-0.34	-0.426	-0.309	22	32.5		0.001	0.0	1.0	False							0.0
dist:comp:aux	freq:comp	75	26	0.177	0.189	0.172	16	18.2		0.507	0.0	1.0	True							0.0
dist:comp:aux	freq:det	74	25	0.181	0.191	0.287	14	18.5		0.051	0.0	1.0	False							0.0
dist:comp:aux	freq:discourse	69	24	-0.202	-0.239	-0.223	14	16.8		0.351	0.0	1.0	False							0.0
dist:comp:aux	freq:mod	75	26	-0.206	-0.248	-0.384	13	18.2		0.051	0.0	1.0	False							0.0
dist:comp:aux	freq:udep	75	26	-0.037	-0.012	0.123	16	18.2		0.5	0.0	1.0	False							0.0
dist:comp:aux	pos:ADP	75	26	0.249	0.237	0.172	14	18.2		0.1	0.0	1.0	False							0.0
dist:comp:aux	pos:NUM	74	25	-0.036	-0.097	-0.373	15	18.5		0.176	0.0	1.0	False							0.0
dist:comp:aux	pos:PROPN	74	26	-0.121	-0.122	-0.493	14	18.5		0.057	0.0	1.0	False							0.0
dist:comp:obj	freq:comp	125	38	0.296	0.318	0.045	21	30.8		0.002	0.04	0.035	True							0.0
dist:comp:obj	freq:mod	125	38	-0.394	-0.385	-0.401	22	30.8		0.004	0.0	1.0	False							0.0
dist:comp:obj	freq:udep	123	37	-0.057	-0.043	-0.031	27	30.2		0.373	0.0	1.0	False							0.0
dist:comp:obj	pos:AUX	116	36	0.106	0.253	-0.114	23	29.0		0.045	0.0	1.0	False							0.0
dist:comp:obj	pos:NUM	120	36	-0.159	-0.129	-0.189	30	30.0		1.0	0.0	1.0	False							0.0
dist:comp:obj	pos:PART	104	34	-0.101	-0.047	-0.169	24	26.0		0.552	0.0	1.0	False							0.0
dist:comp:obj	pos:PRON	125	38	0.228	0.289	0.272	26	30.8		0.129	0.0	1.0	False							0.0
dist:comp:obj	pos:PROPN	120	36	-0.158	-0.13	-0.294	28	30.0		0.565	0.0	1.0	False							0.0
dist:comp:obl	freq:comp	58	21	0.39	0.382	0.308	10	14.5		0.037	0.04	0.781	True							0.0
dist:comp:obl	pos:VERB	58	21	-0.022	-0.104	0.111	14	14.5		1.0	0.0	1.0	False							0.0
dist:comp:pred	dist:discourse	34	16	0.282	0.226	0.375	8	8.5		1.0	0.04	1.0	False							0.0
dist:comp:pred	freq:comp	68	26	0.147	0.098	0.161	15	17.0		0.477	0.04	0.573	True							0.0
dist:comp:pred	pos:ADJ	66	25	-0.005	-0.007	0.003	16	16.5		1.0	0.0	1.0	False							0.0
dist:comp:pred	pos:PRON	68	26	0.197	0.322	0.374	13	17.0		0.092	0.0	1.0	False							0.0
dist:det	freq:cc	87	31	0.003	0.003	-0.032	19	21.2		0.512	0.0	1.0	False							0.0
dist:det	freq:comp	90	34	0.202	0.134	0.296	22	22.5		1.0	0.0	1.0	False							0.0
dist:det	freq:det	90	34	-0.016	0.08	-0.038	20	22.5		0.392	0.0	1.0	True							0.0
dist:det	freq:discourse	79	31	-0.014	0.143	0.149	16	19.2		0.242	0.0	1.0	False							0.0
dist:det	freq:mod	90	34	-0.147	-0.146	-0.304	21	22.5		0.681	0.0	1.0	False							0.0
dist:det	freq:udep	89	33	-0.131	-0.179	-0.008	17	21.8		0.088	0.0	1.0	False							0.0
dist:det	pos:ADV	90	34	-0.234	-0.169	-0.176	21	22.5		0.67	0.0	1.0	False							0.0
dist:det	pos:AUX	87	34	0.182	0.015	0.541	20	21.2		0.83	0.0	1.0	False							0.0
dist:det	pos:CCONJ	87	31	0.013	-0.021	0.022	21	21.2		1.0	0.0	1.0	False							0.0
dist:det	pos:DET	86	33	-0.095	-0.01	-0.069	20	21.5		0.662	0.0	1.0	True							0.0
dist:det	pos:INTJ	74	30	0.105	0.261	0.102	15	18.5		0.146	0.0	1.0	False							0.0
dist:det	pos:NOUN	90	34	-0.09	-0.123	-0.209	20	22.5		0.391	0.0	1.0	False							0.0
dist:det	pos:PART	76	31	0.137	0.104	0.29	19	19.0		1.0	0.0	1.0	False							0.0
dist:det	pos:PROPN	87	33	0.086	-0.104	-0.037	16	21.2		0.048	0.0	1.0	False							0.0
dist:discourse	freq:discourse	55	21	0.295	0.355	-0.248	10	13.2		0.173	0.04	0.834	True							0.0
dist:discourse	freq:udep	54	21	-0.064	-0.202	0.073	13	13.5		1.0	0.0	1.0	False							0.0
dist:discourse	pos:VERB	55	21	0.09	0.176	0.15	10	13.2		0.167	0.0	1.0	False							0.0
dist:mod	freq:cc	114	34	0.12	0.097	0.03	24	28.5		0.14	0.0	1.0	False							0.0
dist:mod	freq:comp	123	37	0.233	0.279	0.115	21	30.2		0.003	0.0	1.0	False							0.0
dist:mod	freq:det	122	37	0.265	0.193	0.44	26	30.5		0.14	0.0	1.0	False							0.0
dist:mod	freq:discourse	108	34	-0.072	-0.103	-0.071	26	27.0		0.846	0.0	1.0	False							0.0
dist:mod	freq:mod	123	37	-0.324	-0.329	-0.498	22	30.2		0.011	0.0	1.0	True							0.0
dist:mod	freq:vocative	87	32	0.068	0.063	0.322	20	21.2		0.83	0.0	1.0	False							0.0
dist:mod	pos:ADJ	116	36	-0.127	-0.165	-0.255	27	29.0		0.573	0.0	1.0	False							0.0
dist:mod	pos:ADP	121	35	0.292	0.345	0.252	16	29.8		0.0	0.0	1.0	False							0.0
dist:mod	pos:ADV	123	37	0.027	-0.006	-0.038	29	30.2		0.86	0.0	1.0	False							0.0
dist:mod	pos:AUX	114	35	0.13	0.13	0.347	27	28.5		0.696	0.0	1.0	False							0.0
dist:mod	pos:CCONJ	113	34	0.136	0.112	0.032	22	27.8		0.061	0.0	1.0	False							0.0
dist:mod	pos:DET	116	37	0.266	0.213	0.463	24	29.0		0.095	0.0	1.0	False							0.0
dist:mod	pos:INTJ	95	32	0.043	0.012	0.284	22	23.2		0.841	0.0	1.0	False							0.0
dist:mod	pos:NOUN	123	37	-0.299	-0.307	-0.369	22	30.2		0.014	0.0	1.0	False							0.0
dist:mod	pos:NUM	120	36	-0.26	-0.257	-0.375	25	30.0		0.099	0.0	1.0	False							0.0
dist:mod	pos:PRON	123	37	0.199	0.251	0.289	24	30.2		0.053	0.0	1.0	False							0.0
dist:mod	pos:PROPN	117	35	-0.107	-0.105	-0.285	26	28.8		0.454	0.0	1.0	False							0.0
dist:mod	pos:SCONJ	110	36	0.251	0.307	0.256	19	27.5		0.003	0.0	1.0	False							0.0
dist:mod	pos:VERB	123	37	-0.134	-0.21	-0.056	22	30.2		0.006	0.0	1.0	False							0.0
dist:subj	freq:cc	113	34	0.073	0.153	0.182	22	27.8		0.05	0.0	1.0	False							0.0
dist:subj	freq:comp	122	38	0.182	0.153	0.147	24	30.5		0.033	0.0	1.0	False							0.0
dist:subj	freq:det	121	37	0.149	0.112	0.519	28	29.8		0.703	0.0	1.0	False							0.0
dist:subj	freq:discourse	105	34	-0.058	-0.074	-0.084	23	25.8		0.424	0.0	1.0	False							0.0
dist:subj	freq:mod	122	38	-0.298	-0.271	-0.486	23	30.5		0.011	0.0	1.0	False							0.0
dist:subj	freq:subj	122	38	0.153	0.071	0.136	30	30.5		1.0	0.0	1.0	True							0.0
dist:subj	freq:udep	120	37	-0.14	-0.122	-0.179	25	30.0		0.106	0.0	1.0	False							0.0
dist:subj	pos:ADJ	118	37	-0.197	-0.157	-0.253	25	29.5		0.161	0.0	1.0	False							0.0
dist:subj	pos:ADP	120	36	0.05	0.035	-0.026	28	30.0		0.581	0.0	1.0	False							0.0
dist:subj	pos:ADV	121	37	0.244	0.233	0.138	24	29.8		0.069	0.0	1.0	False							0.0
dist:subj	pos:AUX	113	36	0.02	0.066	0.132	25	27.8		0.448	0.0	1.0	False							0.0
dist:subj	pos:CCONJ	112	34	0.066	0.164	0.159	23	28.0		0.093	0.0	1.0	False							0.0
dist:subj	pos:DET	114	37	0.284	0.234	0.535	22	28.5		0.021	0.0	1.0	False							0.0
dist:subj	pos:INTJ	92	32	0.091	0.077	0.261	21	23.0		0.527	0.0	1.0	False							0.0
dist:subj	pos:NOUN	122	38	-0.373	-0.277	-0.329	27	30.5		0.278	0.0	1.0	False							0.0
dist:subj	pos:NUM	119	36	-0.289	-0.3	-0.467	21	29.2		0.007	0.0	1.0	False							0.0
dist:subj	pos:PART	102	34	0.112	-0.009	0.087	25	25.5		1.0	0.0	1.0	False							0.0
dist:subj	pos:PROPN	117	36	-0.37	-0.27	-0.522	23	28.8		0.054	0.0	1.0	False							0.0
dist:subj	pos:VERB	122	38	0.05	-0.038	0.031	30	30.5		1.0	0.0	1.0	False							0.0
dist:udep	freq:comp	114	35	0.286	0.319	0.184	21	28.5		0.005	0.0	1.0	False							0.0
dist:udep	freq:discourse	103	34	-0.023	-0.094	-0.106	23	25.2		0.551	0.0	1.0	False							0.0
dist:udep	freq:mod	114	35	-0.431	-0.421	-0.486	19	28.5		0.001	0.0	1.0	False							0.0
dist:udep	freq:subj	113	35	0.014	-0.016	0.096	27	27.8		1.0	0.0	1.0	False							0.0
dist:udep	freq:udep	114	35	-0.084	-0.109	-0.055	25	28.5		0.271	0.0	1.0	True							0.0
dist:udep	freq:vocative	84	31	0.094	0.049	0.195	19	21.0		0.503	0.0	1.0	False							0.0
dist:udep	pos:ADJ	108	34	-0.259	-0.226	-0.258	21	27.0		0.027	0.0	1.0	False							0.0
dist:udep	pos:ADP	113	34	0.242	0.278	0.326	21	27.8		0.019	0.0	1.0	False							0.0
dist:udep	pos:ADV	114	35	0.092	0.024	-0.016	27	28.5		0.671	0.0	1.0	False							0.0
dist:udep	pos:AUX	106	33	0.191	0.227	0.313	23	26.5		0.219	0.0	1.0	False							0.0
dist:udep	pos:CCONJ	109	34	0.191	0.198	0.17	19	26.8		0.008	0.0	1.0	False							0.0
dist:udep	pos:NUM	114	35	-0.386	-0.334	-0.481	23	28.5		0.072	0.0	1.0	False							0.0
dist:udep	pos:PART	98	33	0.105	0.088	0.144	22	24.5		0.419	0.0	1.0	False							0.0
dist:udep	pos:PROPN	110	33	-0.305	-0.251	-0.489	21	27.5		0.02	0.0	1.0	False							0.0
dist:udep	pos:SCONJ	104	34	0.345	0.334	0.394	21	26.0		0.066	0.0	1.0	False							0.0
dist:udep	pos:VERB	114	35	-0.076	-0.156	-0.18	22	28.5		0.024	0.0	1.0	False							0.0
freq:cc	freq:det	120	34	0.209	0.271	0.133	24	30.0		0.041	0.0	1.0	False	freq:det >= freq:cc	Chukchi,Faroese,Finnish,Gujarati,Gwichin,Hittite,Karelian,Komi_Permyak	0.225	0.492			0.0
freq:cc	pos:ADP	120	33	-0.012	0.043	0.228	29	30.0		0.854	0.0	1.0	False							0.0
freq:cc	pos:ADV	122	34	-0.022	-0.007	-0.048	30	30.5		1.0	0.0	1.0	False							0.0
freq:cc	pos:CCONJ	121	34	0.962	0.961	0.971	4	29.8	high-X/low-Y empty: high X implies high Y	0.0	0.16	0.0	True							0.0
freq:cc	pos:DET	115	34	0.224	0.297	0.14	22	28.2		0.035	0.0	1.0	False							0.0
freq:cc	pos:INTJ	89	30	-0.038	-0.147	0.083	21	21.8		1.0	0.0	1.0	False							0.0
freq:cc	pos:NOUN	122	34	-0.222	-0.223	-0.265	25	30.5		0.079	0.0	1.0	False							0.0
freq:cc	pos:NUM	114	34	-0.152	-0.089	-0.136	26	28.5		0.468	0.0	1.0	False							0.0
freq:cc	pos:PART	104	32	-0.115	-0.051	-0.124	26	26.0		1.0	0.0	1.0	False							0.0
freq:cc	pos:PRON	122	34	0.163	0.182	0.087	27	30.5		0.285	0.0	1.0	False							0.0
freq:cc	pos:PROPN	116	32	0.041	0.082	-0.155	27	29.0		0.598	0.0	1.0	False							0.0
freq:cc	pos:SCONJ	112	33	0.305	0.362	0.501	19	28.0		0.0	0.0	1.0	False							0.0
freq:cc	pos:VERB	122	34	-0.256	-0.317	-0.316	24	30.5		0.027	0.0	1.0	False							0.0
freq:comp	pos:ADJ	125	37	-0.257	-0.292	-0.326	25	30.8		0.07	0.0	1.0	False							0.0
freq:comp	pos:CCONJ	121	34	0.069	0.09	0.235	25	29.8		0.153	0.0	1.0	False							0.0
freq:comp	pos:DET	123	37	0.174	0.183	0.136	22	30.2		0.008	0.0	1.0	False							0.0
freq:comp	pos:NUM	122	36	0.017	-0.223	-0.218	25	30.5		0.078	0.0	1.0	False							0.0
freq:comp	pos:PART	111	35	0.122	0.197	0.071	22	27.2		0.082	0.0	1.0	False							0.0
freq:comp	pos:PRON	133	38	0.266	0.276	0.292	27	32.8		0.07	0.0	1.0	False							0.0
freq:comp	pos:PROPN	125	36	-0.177	-0.181	-0.38	27	30.8		0.281	0.0	1.0	False							0.0
freq:comp	pos:VERB	133	38	-0.172	-0.196	-0.001	24	32.8		0.007	0.0	1.0	False							0.0
freq:det	freq:discourse	109	34	-0.224	-0.222	-0.297	24	26.8		0.447	0.0	1.0	False	freq:det >= freq:discourse	Akuntsu,Bambara,Bokota,Buryat,Cantonese,Chintang,Chukchi,Classical_Chinese	0.211	0.578			0.0
freq:det	freq:subj	128	37	-0.16	-0.186	0.075	27	32.0		0.102	0.0	1.0	False	freq:subj >= freq:det	Akkadian,Albanian,Bavarian,Beja,Breton,Cappadocian,French,Gheg	0.125	0.773			0.0
freq:det	freq:udep	127	36	-0.172	-0.161	-0.139	27	31.2		0.202	0.0	1.0	False	freq:udep >= freq:det	Albanian,Bavarian,Beja,Breton,Buryat,Cappadocian,French,Gheg	0.15	0.646			0.0
freq:det	pos:ADJ	123	36	-0.135	-0.045	-0.024	28	30.2		0.594	0.0	1.0	False							0.0
freq:det	pos:ADP	127	35	0.188	0.201	0.145	23	31.2		0.009	0.0	1.0	False							0.0
freq:det	pos:ADV	129	37	-0.135	-0.11	-0.199	30	31.8		0.712	0.0	1.0	False							0.0
freq:det	pos:AUX	119	35	0.111	0.191	0.044	26	29.2		0.344	0.0	1.0	False							0.0
freq:det	pos:CCONJ	119	34	0.264	0.357	0.213	19	29.2		0.0	0.0	1.0	False							0.0
freq:det	pos:DET	122	37	0.949	0.911	0.953	4	30.5	low-X/high-Y empty: high Y implies high X	0.0	0.16	0.0	True							0.0
freq:det	pos:INTJ	94	32	-0.009	0.042	0.072	21	23.5		0.381	0.0	1.0	False							0.0
freq:det	pos:NOUN	129	37	-0.288	-0.306	-0.096	20	31.8		0.0	0.0	1.0	False							0.0
freq:det	pos:NUM	122	36	-0.118	-0.027	-0.18	30	30.5		1.0	0.0	1.0	False							0.0
freq:det	pos:PART	108	34	-0.204	-0.149	-0.071	25	27.0		0.555	0.0	1.0	False							0.0
freq:det	pos:PRON	129	37	0.092	0.183	0.116	23	31.8		0.004	0.0	1.0	False							0.0
freq:det	pos:PROPN	123	35	-0.114	-0.082	-0.256	25	30.2		0.115	0.0	1.0	False							0.0
freq:det	pos:SCONJ	116	36	0.28	0.357	0.369	21	29.0		0.005	0.0	1.0	False							0.0
freq:det	pos:VERB	129	37	-0.27	-0.337	-0.288	23	31.8		0.005	0.0	1.0	False							0.0
freq:discourse	freq:subj	111	35	-0.045	0.084	0.068	23	27.2		0.185	0.0	1.0	False	freq:subj >= freq:discourse	Cantonese,Guarani,Hausa,Nenets,Nepali,Pesh	0.054	0.856			0.0
freq:discourse	pos:ADJ	105	34	-0.333	-0.399	-0.229	17	25.8		0.005	0.0	1.0	False							0.0
freq:discourse	pos:ADP	110	34	-0.178	-0.278	-0.278	23	27.5		0.128	0.0	1.0	False							0.0
freq:discourse	pos:ADV	112	35	0.273	0.262	0.062	22	28.0		0.032	0.0	1.0	False							0.0
freq:discourse	pos:AUX	106	34	-0.031	-0.132	0.304	22	26.5		0.126	0.0	1.0	False							0.0
freq:discourse	pos:CCONJ	104	33	-0.204	-0.288	-0.156	23	26.0		0.355	0.0	1.0	False							0.0
freq:discourse	pos:NUM	107	34	-0.16	-0.142	-0.206	23	26.2		0.346	0.0	1.0	False							0.0
freq:discourse	pos:PRON	112	35	0.158	0.159	0.419	24	28.0		0.181	0.0	1.0	False							0.0
freq:discourse	pos:PROPN	106	33	-0.181	-0.265	0.009	20	26.5		0.021	0.0	1.0	False							0.0
freq:mod	freq:subj	132	38	-0.184	-0.108	-0.085	31	33.0		0.594	0.0	1.0	False	freq:mod >= freq:subj	Amharic,Bambara,Gorontalo,Kadiweu,Marathi,Phrygian,Telugu,Warlpiri	0.061	0.742			0.0
freq:mod	pos:ADJ	125	37	0.435	0.464	0.446	18	30.8		0.0	0.0	1.0	False							0.0
freq:mod	pos:CCONJ	121	34	-0.194	-0.2	-0.363	26	29.8		0.223	0.0	1.0	False							0.0
freq:mod	pos:INTJ	95	32	0.044	-0.027	-0.149	22	23.2		0.853	0.0	1.0	False							0.0
freq:mod	pos:NOUN	133	38	0.466	0.499	0.214	18	32.8		0.0	0.0	1.0	False							0.0
freq:mod	pos:PART	111	35	-0.004	-0.085	-0.076	24	27.2		0.345	0.0	1.0	False							0.0
freq:mod	pos:PRON	133	38	-0.44	-0.42	-0.38	23	32.8		0.001	0.0	1.0	False							0.0
freq:mod	pos:PROPN	125	36	0.185	0.185	0.493	29	30.8		0.727	0.0	1.0	False							0.0
freq:mod	pos:SCONJ	117	36	-0.264	-0.3	-0.479	20	28.8		0.006	0.0	1.0	False							0.0
freq:mod	pos:VERB	133	38	0.105	0.15	0.057	27	32.8		0.074	0.0	1.0	False							0.0
freq:subj	freq:udep	130	37	-0.205	-0.155	0.015	29	32.5		0.278	0.0	1.0	False	freq:subj >= freq:udep	Akkadian,Bhojpuri,Brahui,Breton,Czech,Esperanto,French,Guarani	0.215	0.415			0.0
freq:subj	pos:ADJ	125	37	-0.266	-0.211	-0.275	25	30.8		0.077	0.0	1.0	False							0.0
freq:subj	pos:ADV	131	37	-0.085	-0.051	-0.039	28	32.2		0.207	0.0	1.0	False							0.0
freq:subj	pos:AUX	122	36	-0.057	-0.045	0.004	30	30.5		1.0	0.0	1.0	False							0.0
freq:subj	pos:CCONJ	120	34	-0.265	-0.273	-0.335	24	30.0		0.054	0.0	1.0	False							0.0
freq:subj	pos:DET	122	37	-0.198	-0.179	-0.078	25	30.5		0.08	0.0	1.0	False							0.0
freq:subj	pos:INTJ	94	32	-0.058	-0.037	0.163	21	23.5		0.413	0.0	1.0	False							0.0
freq:subj	pos:NOUN	132	38	0.189	0.167	0.5	27	33.0		0.053	0.0	1.0	False							0.0
freq:subj	pos:PART	110	35	-0.155	-0.174	-0.169	23	27.5		0.14	0.0	1.0	False							0.0
freq:subj	pos:PRON	132	38	0.237	0.212	0.029	31	33.0		0.62	0.0	1.0	False							0.0
freq:subj	pos:PROPN	124	36	0.101	0.101	-0.166	30	31.0		0.867	0.0	1.0	False							0.0
freq:subj	pos:SCONJ	116	36	-0.228	-0.335	-0.064	20	29.0		0.001	0.0	1.0	False							0.0
freq:udep	pos:ADJ	123	36	0.303	0.384	0.164	18	30.2		0.0	0.0	1.0	False							0.0
freq:udep	pos:ADV	130	36	-0.107	-0.085	-0.02	31	32.5		0.721	0.0	1.0	False							0.0
freq:udep	pos:AUX	121	35	-0.189	-0.053	-0.182	28	29.8		0.724	0.0	1.0	False							0.0
freq:udep	pos:CCONJ	121	34	-0.156	-0.13	-0.058	26	29.8		0.258	0.0	1.0	False							0.0
freq:udep	pos:DET	121	36	-0.128	-0.129	-0.081	25	29.8		0.155	0.0	1.0	False							0.0
freq:udep	pos:NUM	121	36	0.073	0.18	0.106	26	29.8		0.256	0.0	1.0	False							0.0
freq:udep	pos:PART	110	34	-0.177	-0.321	-0.195	18	27.5		0.001	0.0	1.0	False							0.0
freq:udep	pos:PRON	131	37	-0.255	-0.253	-0.129	26	32.2		0.042	0.0	1.0	False							0.0
freq:udep	pos:PROPN	124	35	0.079	0.146	0.029	25	31.0		0.035	0.0	1.0	False							0.0
freq:udep	pos:SCONJ	116	35	-0.126	-0.208	-0.029	25	29.0		0.186	0.0	1.0	False							0.0
freq:vocative	pos:ADP	92	32	-0.187	-0.272	-0.012	21	23.0		0.535	0.0	1.0	False							0.0
freq:vocative	pos:AUX	89	30	0.093	-0.046	0.339	21	21.8		1.0	0.0	1.0	False							0.0
freq:vocative	pos:DET	87	32	-0.015	-0.011	0.072	20	21.2		0.835	0.0	1.0	False							0.0
freq:vocative	pos:NUM	87	32	-0.231	-0.285	-0.386	15	21.2		0.021	0.0	1.0	False							0.0
freq:vocative	pos:PROPN	89	31	-0.131	-0.191	-0.139	20	22.0		0.515	0.0	1.0	False							0.0
freq:vocative	pos:SCONJ	87	32	-0.003	-0.041	0.132	20	21.2		0.821	0.0	1.0	False							0.0
pos:ADJ	pos:ADP	123	36	0.103	0.111	0.088	28	30.2		0.567	0.0	1.0	False	pos:ADP >= pos:ADJ	Assamese,Azerbaijani,Bengali,Buryat,Cantonese,Chinese,Chintang,Chukchi	0.317	0.512			0.0
pos:ADJ	pos:ADV	124	36	-0.016	0.024	0.097	30	31.0		0.846	0.0	1.0	False	pos:ADV >= pos:ADJ	Akkadian,Bhojpuri,Czech,English,Esperanto,Faroese,Finnish,Gujarati	0.21	0.452			0.0
pos:ADJ	pos:AUX	118	36	-0.139	-0.05	-0.25	29	29.5		1.0	0.0	1.0	False	pos:ADJ >= pos:AUX	Akuntsu,Alemannic,Amharic,Apurina,Bambara,Bavarian,Beja,Bhojpuri	0.322	0.381			0.0
pos:ADJ	pos:DET	116	36	-0.081	0.013	0.046	29	29.0		1.0	0.0	1.0	False	pos:ADJ >= pos:DET	Akuntsu,Albanian,Alemannic,Amharic,Bambara,Bavarian,Beja,Bhojpuri	0.328	0.388			0.0
