measure	language	value	n_scope	n_hit	ci_low	ci_high
dir:subj	Xavante	3.0769	195	6	1.418	6.549
dir:subj	Xibe	0.1043	959	1	0.018	0.588
dir:subj	Yakut	0.5155	194	1	0.091	2.862
dir:subj	Yoruba	5.0794	945	48	3.852	6.67
dir:subj	Yupik	2.8902	173	5	1.241	6.586
dir:subj	Zazaki	4.6296	108	5	1.993	10.382
dir:udep	Abaza	10.7692	65	7	5.315	20.601
dir:udep	Abkhaz	4.6278	497	23	3.103	6.848
dir:udep	Akkadian	45.4545	165	75	38.047	53.069
dir:udep	Akuntsu	43.1818	44	19	29.683	57.776
dir:udep	Albanian	82.5215	349	288	78.189	86.146
dir:udep	Alemannic	50.7246	138	70	42.477	58.933
dir:udep	Amharic	3.4749	518	18	2.209	5.426
dir:udep	Apurina	53.8462	65	35	41.853	65.41
dir:udep	Assamese	2.6316	76	2	0.725	9.097
dir:udep	Azerbaijani	1.1111	90	1	0.196	6.028
dir:udep	Bambara	81.1205	1303	1057	78.905	83.153
dir:udep	Bavarian	58.3942	1233	720	55.621	61.115
dir:udep	Beja	72.4696	494	358	68.369	76.224
dir:udep	Bhojpuri	2.8825	902	26	1.975	4.19
dir:udep	Bokota	2.7027	74	2	0.744	9.329
dir:udep	Brahui	2.8571	105	3	0.976	8.066
dir:udep	Breton	86.8852	854	742	84.455	88.985
dir:udep	Buryat	11.1111	162	18	7.145	16.879
dir:udep	Cantonese	12.4211	475	59	9.753	15.692
dir:udep	Cappadocian	70.4626	281	198	64.881	75.492
dir:udep	Cebuano	52.381	105	55	42.914	61.68
dir:udep	Central_Kurdish	36.6667	30	11	21.874	54.486
dir:udep	Chinese	7.8947	1026	81	6.397	9.706
dir:udep	Chintang	5.6042	571	32	3.997	7.804
dir:udep	Chukchi	25.8278	302	78	21.217	31.046
dir:udep	Classical_Chinese	25.0	36	9	13.75	41.07
dir:udep	Czech	52.0354	565	294	47.916	56.127
dir:udep	English	90.6459	4180	3789	89.725	91.492
dir:udep	Esperanto	87.4286	350	306	83.544	90.5
dir:udep	Faroese	85.4103	987	843	83.071	87.475
dir:udep	Finnish	65.4849	1495	979	63.038	67.852
dir:udep	French	80.6324	506	408	76.964	83.84
dir:udep	Frisian_Dutch	69.8962	289	202	64.375	74.895
dir:udep	Gheg	81.232	1039	844	78.744	83.489
dir:udep	Greek	75.8065	1364	1034	73.463	78.005
dir:udep	Guajajara	68.5055	1559	1068	66.157	70.763
dir:udep	Guarani	47.8261	46	22	34.125	61.863
dir:udep	Gujarati	2.5907	193	5	1.112	5.92
dir:udep	Gwichin	0.0	43	0	0.0	8.201
dir:udep	Haitian_Creole	99.7537	406	405	98.618	99.957
dir:udep	Hausa	96.6387	119	115	91.675	98.685
dir:udep	Hebrew	91.7548	946	868	89.829	93.343
dir:udep	Highland_Puebla_Nahuatl	79.0749	454	359	75.097	82.565
dir:udep	Hittite	3.9216	102	4	1.535	9.653
dir:udep	Irish	92.0304	527	485	89.402	94.05
dir:udep	Italian	78.8955	507	400	75.133	82.223
dir:udep	Javanese	82.0972	1173	963	79.8	84.185
dir:udep	Kangri	2.214	271	6	1.019	4.745
dir:udep	Karelian	57.0997	331	189	51.716	62.32
dir:udep	Karo	67.0732	82	55	56.338	76.28
dir:udep	Kazakh	0.4808	832	4	0.187	1.23
dir:udep	Kiche	88.6035	623	552	85.868	90.866
dir:udep	Komi_Permyak	47.4227	97	46	37.774	57.267
dir:udep	Komi_Zyrian	45.5487	966	440	42.432	48.701
dir:udep	Korean	4.3131	2504	108	3.585	5.181
dir:udep	Kyrgyz	0.0	106	0	0.0	3.497
dir:udep	Ligurian	85.2436	698	595	82.42	87.682
dir:udep	Lithuanian	53.2203	295	157	47.522	58.836
dir:udep	Livvi	57.2368	152	87	49.289	64.828
dir:udep	Macedonian	92.1053	76	70	83.827	96.332
dir:udep	Malayalam	2.9412	170	5	1.263	6.699
dir:udep	Marathi	2.3739	337	8	1.208	4.614
dir:udep	Mbya_Guarani	51.8519	81	42	41.136	62.4
dir:udep	Middle_Armenian	63.5135	74	47	52.132	73.561
dir:udep	Middle_French	78.1649	861	673	75.284	80.796
dir:udep	Moksha	48.5777	457	222	44.026	53.153
dir:udep	Munduruku	41.6185	173	72	34.533	49.068
dir:udep	Naga	11.1111	162	18	7.145	16.879
dir:udep	Nepali	2.5641	39	1	0.454	13.181
dir:udep	Northern_Kurdish	23.9899	1188	285	21.648	26.499
dir:udep	Northwest_Gbaya	100.0	54	54	93.359	100.0
dir:udep	Odia	2.2267	494	11	1.248	3.943
dir:udep	Old_French	82.9482	1601	1328	81.028	84.711
dir:udep	Old_Georgian	32.6271	708	231	29.275	36.166
dir:udep	Old_Irish	89.5349	86	77	81.293	94.396
dir:udep	Ottoman_Turkish	1.5152	990	15	0.92	2.485
dir:udep	Pashto	6.3131	792	50	4.821	8.227
dir:udep	Pesh	40.9938	161	66	33.693	48.715
dir:udep	Phrygian	41.8367	98	41	32.559	51.73
dir:udep	Polish	76.8944	1610	1238	74.773	78.888
dir:udep	Punjabi	5.638	337	19	3.639	8.637
dir:udep	Romanian	87.0229	393	342	83.339	89.99
dir:udep	Ruuli	85.6716	335	287	81.515	89.02
dir:udep	Sanskrit	12.0	125	15	7.409	18.857
dir:udep	Shanghainese	6.135	163	10	3.366	10.924
dir:udep	Sicilian	82.0372	913	749	79.415	84.391
dir:udep	Sinhala	0.7634	131	1	0.135	4.197
dir:udep	Skolt_Sami	52.8926	121	64	44.047	61.56
dir:udep	South_Levantine_Arabic	89.8305	59	53	79.536	95.255
dir:udep	Southern_Kurdish	54.8193	166	91	47.225	62.196
dir:udep	Spanish	72.6651	439	319	68.313	76.624
dir:udep	Spanish_Sign_Language	33.3333	42	14	21.012	48.447
dir:udep	Swedish	85.9291	931	800	83.548	88.015
dir:udep	Swedish_Sign_Language	76.2295	122	93	67.949	82.909
dir:udep	Tagalog	94.4099	161	152	89.719	97.031
dir:udep	Tamil	0.423	1182	5	0.181	0.986
dir:udep	Tatar	2.0747	241	5	0.889	4.764
dir:udep	Teko	52.443	307	161	46.861	57.965
dir:udep	Telugu	1.3857	433	6	0.637	2.99
dir:udep	Tupinamba	57.5	440	253	52.836	62.035
dir:udep	Turkish	1.2288	3662	45	0.92	1.64
dir:udep	Turkish_English	26.6667	30	8	14.183	44.448
dir:udep	Umbrian	27.2152	158	43	20.878	34.634
dir:udep	Upper_Sorbian	57.5355	1055	607	54.531	60.486
dir:udep	Uzbek	0.6316	1425	9	0.333	1.196
dir:udep	Veps	64.7059	136	88	56.371	72.233
dir:udep	Vietnamese	88.5135	148	131	82.375	92.704
dir:udep	Wolof	80.6368	2701	2178	79.104	82.083
dir:udep	Xavante	60.1449	138	83	51.808	67.932
dir:udep	Xibe	0.3239	1235	4	0.126	0.83
dir:udep	Yakut	1.9417	103	2	0.534	6.805
dir:udep	Yoruba	88.474	616	545	85.71	90.761
dir:udep	Yupik	81.1594	69	56	70.387	88.645
dir:udep	Zazaki	24.5763	118	29	17.691	33.064
dist:cc	Abkhaz	-3.6	85			
dist:cc	Akkadian	-2.3137	102			
dist:cc	Albanian	-2.2867	150			
dist:cc	Alemannic	-2.5429	35			
dist:cc	Amharic	0.7209	86			
dist:cc	Bambara	-1.5538	65			
dist:cc	Bavarian	-2.2367	376			
dist:cc	Beja	0.7493	339			
dist:cc	Bhojpuri	-3.4	30			
dist:cc	Breton	-1.4417	206			
dist:cc	Buryat	-0.2025	79			
dist:cc	Cantonese	-2.3671	79			
dist:cc	Cappadocian	-1.7793	213			
dist:cc	Chinese	-2.8713	272			
dist:cc	Chintang	-0.8504	361			
dist:cc	Chukchi	-2.0976	123			
dist:cc	Czech	-2.4575	212			
dist:cc	English	-2.2799	1654			
dist:cc	Esperanto	-1.6601	153			
dist:cc	Faroese	-1.569	297			
dist:cc	Finnish	-1.9282	599			
dist:cc	French	-2.8523	149			
dist:cc	Frisian_Dutch	-2.1963	107			
dist:cc	Gheg	-2.4479	1047			
dist:cc	Greek	-1.8626	1048			
dist:cc	Guajajara	-2.4444	99			
dist:cc	Gujarati	-3.0577	52			
dist:cc	Haitian_Creole	-1.9623	53			
dist:cc	Hausa	-1.3695	755			
dist:cc	Hebrew	-1.6688	625			
dist:cc	Highland_Puebla_Nahuatl	-2.0197	458			
dist:cc	Hittite	-4.069	87			
dist:cc	Ika	-4.5349	43			
dist:cc	Irish	-1.5829	199			
dist:cc	Italian	-2.1758	273			
dist:cc	Javanese	-1.5325	308			
dist:cc	Karelian	-1.0577	156			
dist:cc	Kazakh	-3.58	200			
dist:cc	Kiche	-1.6341	41			
dist:cc	Komi_Permyak	-2.3488	43			
dist:cc	Komi_Zyrian	-2.6532	447			
dist:cc	Korean	-5.5238	336			
dist:cc	Ligurian	-3.1523	243			
dist:cc	Lithuanian	-2.2905	296			
dist:cc	Livvi	-1.0845	71			
dist:cc	Macedonian	-1.7024	84			
dist:cc	Malayalam	0.4946	93			
dist:cc	Marathi	-3.6769	65			
dist:cc	Middle_Armenian	-3.4032	124			
dist:cc	Middle_French	-3.6109	442			
dist:cc	Moksha	-1.9814	161			
dist:cc	Nepali	-6.1395	43			
dist:cc	Northern_Kurdish	-2.717	364			
dist:cc	Northwest_Gbaya	-2.6681	235			
dist:cc	Odia	-1.5478	157			
dist:cc	Old_French	-3.0855	772			
dist:cc	Old_Georgian	-3.1008	595			
dist:cc	Ottoman_Turkish	-3.3858	254			
dist:cc	Pashto	-4.0108	277			
dist:cc	Phrygian	-0.8291	117			
dist:cc	Polish	-2.0719	570			
dist:cc	Punjabi	-1.5934	91			
dist:cc	Romanian	-1.7925	159			
dist:cc	Ruuli	-1.5168	149			
dist:cc	Sanskrit	-1.1176	34			
dist:cc	Sicilian	-2.756	418			
dist:cc	Skolt_Sami	-2.2171	175			
dist:cc	Spanish	-2.239	410			
dist:cc	Swedish	-1.8232	543			
dist:cc	Tamil	-0.1019	108			
dist:cc	Tatar	-2.7544	57			
dist:cc	Turkish	-3.6376	723			
dist:cc	Upper_Sorbian	-1.9487	448			
dist:cc	Uzbek	-3.7787	235			
dist:cc	Veps	-1.7705	61			
dist:cc	Vietnamese	-3.1915	47			
dist:cc	Wolof	-2.2143	1367			
dist:cc	Xibe	-2.8868	106			
dist:cc	Yakut	-1.2778	36			
dist:cc	Yoruba	-1.46	350			
dist:comp	Abaza	-1.3203	128			
dist:comp	Abkhaz	-1.451	2104			
dist:comp	Akkadian	-0.8232	379			
dist:comp	Akuntsu	-0.848	204			
dist:comp	Albanian	0.9664	1309			
dist:comp	Alemannic	1.6325	419			
dist:comp	Amharic	-0.1152	3838			
dist:comp	Apurina	0.7806	155			
dist:comp	Assamese	-0.75	140			
dist:comp	Assyrian	0.7021	141			
dist:comp	Azerbaijani	-0.8832	137			
dist:comp	Bambara	0.5362	4273			
dist:comp	Bavarian	1.7172	3755			
dist:comp	Beja	-1.5833	3014			
dist:comp	Bengali	-0.766	47			
dist:comp	Bhojpuri	-0.3783	1610			
dist:comp	Bokota	0.3826	873			
dist:comp	Brahui	-0.9752	202			
dist:comp	Breton	1.111	3008			
dist:comp	Buryat	-1.0828	1063			
dist:comp	Cantonese	1.8867	2737			
dist:comp	Cappadocian	1.0729	1097			
dist:comp	Cebuano	1.1495	428			
dist:comp	Central_Kurdish	-0.6172	128			
dist:comp	Chinese	1.5693	5503			
dist:comp	Chintang	-1.3307	2002			
dist:comp	Chukchi	-0.2834	367			
dist:comp	Classical_Chinese	0.8759	137			
dist:comp	Czech	0.8865	1445			
dist:comp	English	1.7879	12476			
dist:comp	Esperanto	1.9764	762			
dist:comp	Faroese	1.3425	2540			
dist:comp	Finnish	1.1405	2768			
dist:comp	French	1.5895	1503			
dist:comp	Frisian_Dutch	1.6428	865			
dist:comp	Gheg	0.657	5586			
dist:comp	Gorontalo	1.1974	76			
dist:comp	Greek	1.3349	5166			
dist:comp	Guajajara	-0.5439	1379			
dist:comp	Gujarati	-1.0867	473			
dist:comp	Gwichin	-1.1088	147			
dist:comp	Haitian_Creole	1.6	760			
dist:comp	Hausa	1.2336	19995			
dist:comp	Hebrew	1.5731	2361			
dist:comp	Highland_Puebla_Nahuatl	1.3081	964			
dist:comp	Hittite	-1.2593	270			
dist:comp	Ika	-1.4601	1565			
dist:comp	Irish	1.6664	1331			
dist:comp	Italian	1.2762	2118			
dist:comp	Javanese	1.2257	2140			
dist:comp	Kaapor	-0.9756	82			
dist:comp	Kadiweu	1.0588	34			
dist:comp	Kangri	-1.0069	723			
dist:comp	Karelian	1.1215	469			
dist:comp	Karo	-0.7572	519			
dist:comp	Kazakh	-1.4421	1260			
dist:comp	Kiche	1.245	1453			
dist:comp	Komi_Permyak	0.5312	160			
dist:comp	Komi_Zyrian	0.5657	1430			
dist:comp	Korean	-1.7675	4309			
dist:comp	Kyrgyz	-1.2698	215			
dist:comp	Latgalian	1.1818	33			
dist:comp	Latvian	1.1515	33			
dist:comp	Ligurian	1.1049	2087			
dist:comp	Lithuanian	1.3554	923			
dist:comp	Livvi	0.8694	222			
dist:comp	Luxembourgish	1.0588	51			
dist:comp	Macedonian	0.7285	453			
dist:comp	Malayalam	-1.7579	347			
dist:comp	Marathi	-0.9747	869			
dist:comp	Mbya_Guarani	-0.7138	290			
dist:comp	Middle_Armenian	1.018	278			
dist:comp	Middle_French	1.699	2106			
dist:comp	Moksha	0.7354	616			
dist:comp	Munduruku	-1.0429	210			
dist:comp	Naga	-1.2268	657			
dist:comp	Neapolitan	0.8214	56			
dist:comp	Nenets	-1.4943	174			
dist:comp	Nepali	-1.9333	105			
dist:comp	Northern_Kurdish	0.5259	2607			
dist:comp	Northwest_Gbaya	1.2674	819			
dist:comp	Odia	-1.3189	715			
dist:comp	Old_English	1.2683	41			
dist:comp	Old_French	2.0282	4752			
dist:comp	Old_Georgian	0.8886	1239			
dist:comp	Old_Irish	1.382	178			
dist:comp	Old_Turkish	-1.3191	47			
dist:comp	Ottoman_Turkish	-1.7659	1307			
dist:comp	Pashto	0.8659	1901			
dist:comp	Paumari	-0.09	100			
dist:comp	Pesh	-0.9871	1086			
dist:comp	Phrygian	-0.9091	407			
dist:comp	Polish	1.4781	5007			
dist:comp	Punjabi	-0.494	1091			
dist:comp	Romanian	1.0301	1627			
dist:comp	Ruuli	1.0605	1454			
dist:comp	Sanskrit	-0.8368	190			
dist:comp	Shanghainese	1.1207	2013			
dist:comp	Sicilian	1.003	3281			
dist:comp	Sinhala	-1.4104	251			
dist:comp	Skolt_Sami	0.6688	474			
dist:comp	South_Levantine_Arabic	1.1565	230			
dist:comp	Southern_Kurdish	-0.1762	227			
dist:comp	Spanish	1.0686	1967			
dist:comp	Spanish_Sign_Language	0.3133	150			
dist:comp	Swedish	1.5667	3432			
dist:comp	Swedish_Sign_Language	1.0645	186			
dist:comp	Tagalog	1.0698	630			
dist:comp	Tamil	-1.6898	2379			
dist:comp	Tatar	-1.9242	264			
dist:comp	Teko	-0.2139	402			
dist:comp	Telugu	-1.5082	736			
dist:comp	Telugu_English	-0.7778	72			
dist:comp	Tswana	0.7123	73			
dist:comp	Tupinamba	-0.6248	541			
dist:comp	Turkish	-1.418	5454			
dist:comp	Turkish_English	0.3438	64			
dist:comp	Umbrian	-0.7846	325			
dist:comp	Upper_Sorbian	1.436	2147			
dist:comp	Uzbek	-1.6774	1733			
dist:comp	Veps	1.3026	228			
dist:comp	Vietnamese	1.4121	461			
dist:comp	Warlpiri	0.3628	113			
dist:comp	Wolof	1.1451	13478			
dist:comp	Xavante	-0.4279	409			
dist:comp	Xibe	-1.4966	3417			
dist:comp	Yakut	-1.224	183			
dist:comp	Yoruba	1.2755	2399			
dist:comp	Yupik	0.6943	157			
dist:comp	Zazaki	-0.6792	318			
dist:comp:aux	Akuntsu	-1.0294	34			
dist:comp:aux	Albanian	1.0206	97			
dist:comp:aux	Alemannic	3.4906	106			
dist:comp:aux	Amharic	-1.4873	314			
dist:comp:aux	Bambara	1.8863	1381			
dist:comp:aux	Bavarian	3.2861	657			
dist:comp:aux	Beja	-1.4531	128			
dist:comp:aux	Bhojpuri	-0.9681	313			
dist:comp:aux	Bokota	1.5	258			
dist:comp:aux	Breton	0.1235	567			
dist:comp:aux	Buryat	-1.1014	138			
dist:comp:aux	Cantonese	1.0489	409			
dist:comp:aux	Cappadocian	1.226	146			
dist:comp:aux	Chinese	0.7606	614			
dist:comp:aux	Chintang	-1.1111	90			
dist:comp:aux	Chukchi	1.3617	47			
dist:comp:aux	Czech	0.6515	66			
dist:comp:aux	English	1.4653	1803			
dist:comp:aux	Esperanto	1.7963	54			
dist:comp:aux	Faroese	1.8835	103			
dist:comp:aux	Finnish	1.2716	405			
dist:comp:aux	French	1.3036	56			
dist:comp:aux	Frisian_Dutch	2.8947	76			
dist:comp:aux	Gheg	1.1255	996			
dist:comp:aux	Greek	1.146	678			
dist:comp:aux	Guajajara	-1.7158	183			
dist:comp:aux	Gujarati	-0.8788	132			
dist:comp:aux	Hausa	1.0186	7576			
dist:comp:aux	Highland_Puebla_Nahuatl	1.3053	95			
dist:comp:aux	Ika	-1.17	641			
dist:comp:aux	Italian	1.0219	457			
dist:comp:aux	Javanese	1.1684	297			
dist:comp:aux	Kangri	-1.023	174			
dist:comp:aux	Karelian	1.2034	59			
dist:comp:aux	Karo	-0.4015	132			
dist:comp:aux	Kazakh	-1.0115	174			
dist:comp:aux	Kiche	-0.1727	220			
dist:comp:aux	Komi_Permyak	1.0513	39			
dist:comp:aux	Komi_Zyrian	0.9682	283			
dist:comp:aux	Korean	-1.0433	577			
dist:comp:aux	Kyrgyz	-1.0641	78			
dist:comp:aux	Ligurian	1.0741	216			
dist:comp:aux	Lithuanian	1.3143	35			
dist:comp:aux	Livvi	1.1143	35			
dist:comp:aux	Macedonian	1.359	39			
dist:comp:aux	Marathi	-0.907	129			
dist:comp:aux	Middle_French	1.186	242			
dist:comp:aux	Moksha	1.0205	146			
dist:comp:aux	Naga	-1.2051	156			
dist:comp:aux	Northern_Kurdish	1.4315	146			
dist:comp:aux	Old_French	1.0899	756			
dist:comp:aux	Ottoman_Turkish	-1.1183	93			
dist:comp:aux	Pashto	0.6561	189			
dist:comp:aux	Polish	0.8536	239			
dist:comp:aux	Punjabi	-1.2455	167			
dist:comp:aux	Romanian	1.041	122			
dist:comp:aux	Ruuli	1.0	45			
dist:comp:aux	Shanghainese	0.6985	325			
dist:comp:aux	Sicilian	1.0536	224			
dist:comp:aux	Sinhala	-1.175	40			
dist:comp:aux	Skolt_Sami	1.1481	108			
dist:comp:aux	Spanish	1.0714	84			
dist:comp:aux	Swedish	1.4354	333			
dist:comp:aux	Tamil	-1.0245	694			
dist:comp:aux	Tatar	-1.0	43			
dist:comp:aux	Turkish	-1.0174	460			
dist:comp:aux	Upper_Sorbian	6.8367	49			
dist:comp:aux	Uzbek	-1.013	77			
dist:comp:aux	Veps	0.9167	48			
dist:comp:aux	Vietnamese	0.7	40			
dist:comp:aux	Warlpiri	1.7	50			
dist:comp:aux	Wolof	0.8733	3101			
dist:comp:aux	Xavante	1.7263	95			
dist:comp:aux	Xibe	-1.2329	73			
dist:comp:aux	Yoruba	1.2006	349			
dist:comp:obj	Abaza	-1.3786	103			
dist:comp:obj	Abkhaz	-1.5994	1323			
dist:comp:obj	Akkadian	-0.0436	344			
dist:comp:obj	Akuntsu	-0.8383	167			
dist:comp:obj	Albanian	1.2137	931			
dist:comp:obj	Alemannic	1.1008	258			
dist:comp:obj	Amharic	-0.2988	2122			
dist:comp:obj	Apurina	0.8819	127			
dist:comp:obj	Assamese	-0.7355	121			
dist:comp:obj	Assyrian	1.3293	82			
dist:comp:obj	Azerbaijani	-0.9327	104			
dist:comp:obj	Bambara	-0.3647	2632			
dist:comp:obj	Bavarian	1.7309	2456			
dist:comp:obj	Beja	-1.8162	1148			
dist:comp:obj	Bengali	-0.7143	35			
dist:comp:obj	Bhojpuri	-0.1653	1216			
dist:comp:obj	Bokota	-1.2	255			
dist:comp:obj	Brahui	-0.9565	161			
dist:comp:obj	Breton	1.4213	2127			
dist:comp:obj	Buryat	-1.0579	795			
dist:comp:obj	Cantonese	1.8554	2074			
dist:comp:obj	Cappadocian	1.1823	790			
dist:comp:obj	Cebuano	1.1277	423			
dist:comp:obj	Central_Kurdish	-0.4944	89			
dist:comp:obj	Chinese	1.5885	4231			
dist:comp:obj	Chintang	-1.3175	1726			
dist:comp:obj	Chukchi	-0.4648	256			
dist:comp:obj	Classical_Chinese	0.8769	130			
dist:comp:obj	Czech	1.3266	1038			
dist:comp:obj	English	1.9053	8533			
dist:comp:obj	Esperanto	1.997	665			
dist:comp:obj	Faroese	1.276	1518			
dist:comp:obj	Finnish	1.0566	1801			
dist:comp:obj	French	1.9173	1113			
dist:comp:obj	Frisian_Dutch	1.4885	651			
dist:comp:obj	Gheg	1.0265	3089			
dist:comp:obj	Gorontalo	1.0704	71			
dist:comp:obj	Greek	1.5204	3693			
dist:comp:obj	Guajajara	-0.0815	896			
dist:comp:obj	Gujarati	-0.9891	274			
dist:comp:obj	Gwichin	-1.1027	146			
dist:comp:obj	Haitian_Creole	1.5899	712			
dist:comp:obj	Hausa	1.3989	9081			
dist:comp:obj	Hebrew	1.5461	2234			
dist:comp:obj	Highland_Puebla_Nahuatl	1.371	814			
dist:comp:obj	Hittite	-0.9583	216			
dist:comp:obj	Ika	-1.7914	350			
dist:comp:obj	Irish	1.3905	1037			
dist:comp:obj	Italian	1.6253	1257			
dist:comp:obj	Javanese	1.2507	1687			
dist:comp:obj	Kaapor	-1.058	69			
dist:comp:obj	Kadiweu	1.0625	32			
dist:comp:obj	Kangri	-0.9437	444			
dist:comp:obj	Karelian	1.118	339			
dist:comp:obj	Karo	-0.9373	351			
dist:comp:obj	Kazakh	-1.6089	877			
dist:comp:obj	Kiche	1.5049	1218			
dist:comp:obj	Komi_Permyak	0.2703	111			
dist:comp:obj	Komi_Zyrian	0.4685	1016			
dist:comp:obj	Korean	-1.8004	2731			
dist:comp:obj	Kyrgyz	-1.453	117			
dist:comp:obj	Ligurian	1.7005	1329			
dist:comp:obj	Lithuanian	1.4003	722			
dist:comp:obj	Livvi	0.7114	149			
dist:comp:obj	Macedonian	1.0735	272			
dist:comp:obj	Malayalam	-1.8824	221			
dist:comp:obj	Marathi	-0.9548	619			
dist:comp:obj	Mbya_Guarani	-0.7257	288			
dist:comp:obj	Middle_Armenian	1.2096	229			
dist:comp:obj	Middle_French	1.9544	1665			
dist:comp:obj	Moksha	0.6618	408			
dist:comp:obj	Munduruku	-0.9897	194			
dist:comp:obj	Naga	-1.2641	443			
dist:comp:obj	Neapolitan	1.0909	33			
dist:comp:obj	Nenets	-1.5361	166			
dist:comp:obj	Nepali	-1.4493	69			
dist:comp:obj	Northern_Kurdish	0.7623	2167			
dist:comp:obj	Northwest_Gbaya	1.1962	260			
dist:comp:obj	Odia	-1.2547	585			
dist:comp:obj	Old_French	2.4735	3569			
dist:comp:obj	Old_Georgian	1.1371	912			
dist:comp:obj	Old_Irish	1.4294	163			
dist:comp:obj	Ottoman_Turkish	-1.8232	1041			
dist:comp:obj	Pashto	1.2525	1497			
dist:comp:obj	Paumari	0.2857	56			
dist:comp:obj	Pesh	-1.0263	837			
dist:comp:obj	Phrygian	-0.0355	197			
dist:comp:obj	Polish	1.6043	3427			
dist:comp:obj	Punjabi	-0.2169	779			
dist:comp:obj	Romanian	1.2929	1120			
dist:comp:obj	Ruuli	1.0535	1234			
dist:comp:obj	Sanskrit	-0.6532	124			
dist:comp:obj	Shanghainese	1.1021	1508			
dist:comp:obj	Sicilian	1.5174	2101			
dist:comp:obj	Sinhala	-1.3548	186			
dist:comp:obj	Skolt_Sami	0.5455	297			
dist:comp:obj	South_Levantine_Arabic	1.1322	174			
dist:comp:obj	Southern_Kurdish	-0.1762	227			
dist:comp:obj	Spanish	1.3143	1457			
dist:comp:obj	Spanish_Sign_Language	0.344	125			
dist:comp:obj	Swedish	1.65	2506			
dist:comp:obj	Swedish_Sign_Language	0.9771	131			
dist:comp:obj	Tagalog	1.0485	619			
dist:comp:obj	Tamil	-1.762	1496			
dist:comp:obj	Tatar	-2.1584	202			
dist:comp:obj	Teko	-0.295	322			
dist:comp:obj	Telugu	-1.4249	666			
dist:comp:obj	Telugu_English	-0.6935	62			
dist:comp:obj	Tswana	1.4	40			
dist:comp:obj	Tupinamba	-0.8415	511			
dist:comp:obj	Turkish	-1.4613	3802			
dist:comp:obj	Turkish_English	0.451	51			
dist:comp:obj	Umbrian	-0.7239	268			
dist:comp:obj	Upper_Sorbian	1.6368	1652			
dist:comp:obj	Uzbek	-1.6916	1375			
dist:comp:obj	Veps	1.4815	135			
dist:comp:obj	Vietnamese	1.4368	348			
dist:comp:obj	Warlpiri	-0.8235	51			
dist:comp:obj	Wolof	1.2612	8587			
dist:comp:obj	Xavante	-1.0218	275			
dist:comp:obj	Xibe	-1.5838	3167			
dist:comp:obj	Yakut	-1.2313	147			
dist:comp:obj	Yoruba	1.4624	1767			
dist:comp:obj	Yupik	0.7584	149			
dist:comp:obj	Zazaki	-0.7045	264			
dist:comp:obl	Abkhaz	-1.215	572			
dist:comp:obl	Akkadian	-8.3235	34			
dist:comp:obl	Albanian	-0.2714	140			
dist:comp:obl	Amharic	-2.7083	96			
dist:comp:obl	Bambara	2.5412	255			
dist:comp:obl	Bavarian	-0.3333	153			
dist:comp:obl	Beja	-1.9641	501			
dist:comp:obl	Bhojpuri	0.2069	58			
dist:comp:obl	Bokota	2.4154	130			
dist:comp:obl	Breton	2.494	83			
dist:comp:obl	Buryat	-1.6441	59			
dist:comp:obl	Cantonese	4.0496	141			
dist:comp:obl	Cappadocian	0.9559	68			
dist:comp:obl	Central_Kurdish	-0.8857	35			
dist:comp:obl	Chinese	2.053	302			
dist:comp:obl	Chintang	-1.6733	150			
dist:comp:obl	Czech	-0.4258	155			
dist:comp:obl	English	1.5058	694			
dist:comp:obl	Finnish	2.64	50			
dist:comp:obl	French	0.9134	127			
dist:comp:obl	Frisian_Dutch	2.5152	33			
dist:comp:obl	Gheg	0.1713	467			
dist:comp:obl	Greek	0.2328	232			
dist:comp:obl	Guajajara	-1.21	300			
dist:comp:obl	Hausa	1.474	1789			
dist:comp:obl	Ika	-2.7619	126			
dist:comp:obl	Italian	0.2353	136			
dist:comp:obl	Javanese	0.5682	44			
dist:comp:obl	Korean	-3.553	349			
dist:comp:obl	Ligurian	-0.1016	187			
dist:comp:obl	Lithuanian	0.9759	83			
dist:comp:obl	Macedonian	0.22	50			
dist:comp:obl	Marathi	-1.1818	44			
dist:comp:obl	Middle_French	0.378	82			
dist:comp:obl	Naga	-1.0816	49			
dist:comp:obl	Northwest_Gbaya	1.5459	185			
dist:comp:obl	Odia	-3.2766	47			
dist:comp:obl	Old_French	0.0899	178			
dist:comp:obl	Old_Georgian	1.0	132			
dist:comp:obl	Ottoman_Turkish	-2.141	78			
dist:comp:obl	Pesh	-0.3175	63			
dist:comp:obl	Phrygian	-1.825	120			
dist:comp:obl	Polish	1.5155	805			
dist:comp:obl	Punjabi	-1.7	80			
dist:comp:obl	Romanian	0.3246	114			
dist:comp:obl	Ruuli	1.1714	35			
dist:comp:obl	Sanskrit	-1.6857	35			
dist:comp:obl	Shanghainese	2.0882	68			
dist:comp:obl	Sicilian	-0.0585	427			
dist:comp:obl	Spanish	0.2711	166			
